Voltage_V,Photon_Counts
0.0,12.05404808569898
0.20833333333333334,19.082243581518803
0.4166666666666667,7.727863346390393
0.625,6.378878513695385
0.8333333333333334,11.737644306982778
1.0416666666666667,12.24720822075672
1.25,11.811959979467876
1.4583333333333335,10.04455588476418
1.6666666666666667,17.523961560175156
1.875,13.007706146405761
2.0833333333333335,44.336650196805955
2.291666666666667,123.31027634758064
2.5,266.8036799569903
2.7083333333333335,343.9824742420487
2.916666666666667,455.3451874251101
3.125,578.9208364427815
3.3333333333333335,686.4313542763578
3.541666666666667,786.0985625574211
3.75,866.9698776932371
3.9583333333333335,1010.0254818857338
4.166666666666667,1034.5713376884867
4.375,1195.7775963800532
4.583333333333334,1291.9204573580698
4.791666666666667,1382.2093265406036
5.0,1484.6617144936642
