Voltage_V,Photon_Counts
0.0,10.805405132666703
0.20833333333333334,12.857200458653105
0.4166666666666667,11.020305935439527
0.625,7.991110179859064
0.8333333333333334,10.461125855856373
1.0416666666666667,7.338291248611904
1.25,7.422919106259445
1.4583333333333335,9.947359782447524
1.6666666666666667,9.265576413525222
1.875,10.14058051892497
2.0833333333333335,37.55679250010973
2.291666666666667,143.57760231059416
2.5,245.32738482852017
2.7083333333333335,339.38332619680585
2.916666666666667,443.02731323578365
3.125,567.8153432746228
3.3333333333333335,675.8022557952972
3.541666666666667,751.9397335359442
3.75,858.4575684629901
3.9583333333333335,990.8892796910854
4.166666666666667,1092.9257087007052
4.375,1162.8637045801208
4.583333333333334,1299.2307716649425
4.791666666666667,1397.7859320126674
5.0,1501.1940013014942
