Voltage_V,Photon_Counts
0.0,8.843675717288004
0.20833333333333334,2.634165827796684
0.4166666666666667,11.657967495850684
0.625,4.402300184169225
0.8333333333333334,5.286975312121696
1.0416666666666667,12.883086695878957
1.25,10.81014018703787
1.4583333333333335,5.015899546984347
1.6666666666666667,8.185852833571532
1.875,3.1049102024217508
2.0833333333333335,34.42000662495441
2.291666666666667,121.0775308685596
2.5,269.16011784622
2.7083333333333335,348.2129771780579
2.916666666666667,449.65516132069826
3.125,539.6971040155202
3.3333333333333335,661.2198075254258
3.541666666666667,752.0832976639136
3.75,851.3384677153258
3.9583333333333335,944.5139840618659
4.166666666666667,1114.1252337390633
4.375,1172.6606908934455
4.583333333333334,1296.2528310947682
4.791666666666667,1400.731682763929
5.0,1485.7648456772267
